نام محصول,برند,کد محصول,قیمت نقد,گروه اصلی,دسته‌بندی,زیرمجموعه,توضیحات,عکس,تصاویر بیشتر,ویدیو,مدل سه‌بعدی
Galaxy A26 128GB RAM 6GB Vietnam سفید,سامسونگ,1001023,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
Galaxy A06 64GB RAM 4GB مشکی,سامسونگ,1000111,,کالای دیجیتال,موبایل,,,,,,
Galaxy A16 128GB RAM 4GB Vietnam خاکستری,سامسونگ,1000125,,کالای دیجیتال,موبایل,,گوشی Galaxy A16 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 4 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 6GB Vietnam خاکستری,سامسونگ,1000130,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 6GB Vietnam مشکی,سامسونگ,1000128,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A16 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1000684,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A16 256GB RAM 8GB Vietnam مشکی,سامسونگ,1000604,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A35 5G 256GB RAM 8GB Vietnam سرمه ای,سامسونگ,1000617,,کالای دیجیتال,موبایل,,,,,,
Galaxy A55 5G 128GB RAM 8GB Vietnam سرمه ای,سامسونگ,1000153,,کالای دیجیتال,موبایل,,,,,,
Galaxy A55 5G 256GB RAM 8GB Vietnam سرمه ای,سامسونگ,1000158,,کالای دیجیتال,موبایل,,,,,,
Galaxy A56 5G 128GB RAM 8GB Vietnam خاکستری روشن,سامسونگ,1000777,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1000643,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1000606,,کالای دیجیتال,موبایل,,,,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam سفید + بیمه,سامسونگ,1000985,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam لیمویی + بیمه,سامسونگ,1000987,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam مشکی + بیمه,سامسونگ,1000984,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam سبز + بیمه,سامسونگ,1000992,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam صورتی + بیمه,سامسونگ,1000991,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam آبی + بیمه,سامسونگ,1000997,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam خاکستری + بیمه,سامسونگ,1000996,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam سبز + بیمه,سامسونگ,1000995,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam مشکی + بیمه,سامسونگ,1000994,,کالای دیجیتال,موبایل,,,,,,
Galaxy A26 128GB RAM 6GB Vietnam مشکی,سامسونگ,1001024,,کالای دیجیتال,موبایل,,گوشی Galaxy A26 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 6 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam خاکستری روشن + بیمه,سامسونگ,1000990,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam مشکی + بیمه,سامسونگ,1000989,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam بنفش + بیمه,سامسونگ,1000986,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds FE مشکی,سامسونگ,1000316,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
شارژر دیواری 25 وات سامسونگ مدل T2510 3PIN سفید اصل یکماه تعویض و,سامسونگ,1000592,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds2 Pro مشکی,سامسونگ,1000321,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
شارژر دیواری 25 وات سامسونگ مدل T2510 3PIN مشکی اصل یکماه تعویض و,سامسونگ,1000593,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
شارژر دیواری 65 وات سامسونگ مدل T6530NBEGGB 3PIN مشکی اصل یکماه تعویض و,سامسونگ,1000687,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,100606,,کالای دیجیتال,موبایل,,,,,,
Galaxy A26 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1001020,,کالای دیجیتال,موبایل,,گوشی Galaxy A26 5G از برند سامسونگ با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds 3 سفید,سامسونگ,1000314,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
Galaxy A56 5G 256GB RAM 12GB Vietnam مشکی,سامسونگ,1000829,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds 3 نقره ای,سامسونگ,1000313,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
Galaxy A17 128GB RAM 4GB Vietnam مشکی,سامسونگ,1001445,,کالای دیجیتال,موبایل,,گوشی Galaxy A17 از برند سامسونگ با حافظه داخلی 128 گیگابایت و رم 4 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
Galaxy A17 256GB RAM 8GB Vietnam مشکی,سامسونگ,1001453,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
Galaxy A07 128GB RAM 4GB Big Box مشکی,سامسونگ,1001666,,کالای دیجیتال,موبایل,,,,,,
Galaxy A07 128GB RAM 6GB Big Box مشکی,سامسونگ,1001654,,کالای دیجیتال,موبایل,,,,,,
Galaxy A07 64GB RAM 4GB Big Box مشکی,سامسونگ,1001670,,کالای دیجیتال,موبایل,,,,,,
Galaxy A17 128GB RAM 6GB Vietnam مشکی,سامسونگ,1001449,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
ساعت هوشمند سامسونگ مدل Galaxy Watch 8 40mm نقره ای,سامسونگ,1001738,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
ساعت هوشمند سامسونگ مدل Galaxy Watch 8 40mm مشکی,سامسونگ,1001737,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
Galaxy S25 FE 5G 256GB RAM 8GB Vietnam سفید,سامسونگ,1001460,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/118KcHD1WtzjW6wQqFE8QLvGc5dTu-Pxo/view?usp=drivesdk,,,
Galaxy S25 FE 5G 256GB RAM 8GB Vietnam سرمه ای,سامسونگ,1001458,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/118KcHD1WtzjW6wQqFE8QLvGc5dTu-Pxo/view?usp=drivesdk,,,
Galaxy A57 5G 256GB RAM 8GB Vietnam آبی,سامسونگ,1001904,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1yAYjOXZcuRweCBPWo8mogLFB5vlwKXGf/view?usp=drivesdk,,,
Galaxy A57 5G 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1001903,,کالای دیجیتال,موبایل,,گوشی Galaxy A57 5G از برند سامسونگ با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1yAYjOXZcuRweCBPWo8mogLFB5vlwKXGf/view?usp=drivesdk,,,
Galaxy A57 5G 256GB RAM 8GB Vietnam سرمه ای,سامسونگ,1001906,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1yAYjOXZcuRweCBPWo8mogLFB5vlwKXGf/view?usp=drivesdk,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1000826,,کالای دیجیتال,موبایل,,گوشی Galaxy A36 5G از برند سامسونگ با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds3 Pro نقره ای,سامسونگ,1000311,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds4 مشکی,سامسونگ,1001806,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds Core سفید,سامسونگ,1001624,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هندزفری بلوتوثی سامسونگ مدل Galaxy Buds FE سفید,سامسونگ,1000317,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 (X135G) 64GB RAM 4GB نقره ای,سامسونگ,1001917,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 (X135G) 64GB RAM 4GB خاکستری,سامسونگ,1001918,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 (X135G) 128GB RAM 8GB نقره ای,سامسونگ,1001919,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
تبلت 8.7 اینچ سامسونگ مدل Samsung Galaxy Tab A11 (X135G) 128GB RAM 8GB خاکستری,سامسونگ,1001920,,کالای دیجیتال,تبلت,,,https://drive.google.com/file/d/1sEUHUFhG4a7AIT1QHd7Tpc17HzbALabd/view?usp=drivesdk,,,
Galaxy A17 128GB RAM 6GB Vietnam خاکستری,سامسونگ,1001451,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1KJG7UbsViRjI9VNNGhaESVM70iXZ15ld/view?usp=drivesdk,,,
کنسول بازی سونی مدل Sony Play Station 5 Slim 1TB CFI 2116 Disk Drive Euro (Standard) سفید,سونی,1001622,,کالای دیجیتال,کنسول بازی,کنسول,کنسول بازی سونی با حافظه 1 ترابایت؛ مناسب بازی و سرگرمی خانگی.,https://drive.google.com/file/d/1U7UHCfdzzQ5sffGfcfXYEVUvLrAtCyou/view?usp=drivesdk,,,
دسته بازی پلی استیشن 5 سونی مدل DUALSENSE CFI-ZCT1W سفید,سونی,1001294,,کالای دیجیتال,کنسول بازی,دسته بازی,دسته بازی سونی برای پلی‌استیشن ۵؛ مناسب کنترل دقیق و بازی راحت‌تر.,https://drive.google.com/file/d/1-FEju00jf7nndiLiSmoaKJ2JLPlXOOsY/view?usp=drivesdk,,,
پایه شارژر دسته پلی استیشن 5 اورجینال مدل Playstation 5 Dualsense Charging Station سفید,سونی,1001698,,کالای دیجیتال,کنسول بازی,پایه شارژ,پایه شارژ دسته پلی‌استیشن ۵؛ مناسب شارژ و نگهداری مرتب دسته‌های بازی.,https://drive.google.com/file/d/1yvPJgBoa2c9ntlP7q6su4yuhlseXuET4/view?usp=drivesdk,,,
کنسول بازی سونی مدل Play Station 5 Slim 1TB 2016 Digital ریجن اروپا سفید,سونی,1001356,,کالای دیجیتال,کنسول بازی,کنسول,,,,,
کنسول بازی سونی مدل Sony Play Station 5 Slim 1TB CFI 2016 Disk Drive Euro (Standard) سفید,سونی,1001284,,کالای دیجیتال,کنسول بازی,کنسول,,,,,
دسته بازی پلی استیشن 5 سونی مدل DUALSENSE CFI-ZCT1W مشکی,سونی,1001326,,کالای دیجیتال,کنسول بازی,دسته بازی,دسته بازی سونی برای پلی‌استیشن ۵؛ مناسب کنترل دقیق و بازی راحت‌تر.,https://drive.google.com/file/d/1HYfTl-Wj6rC_k1bsoz1sQW1CBplRqk9h/view?usp=drivesdk,,,
دسته بازی پلی استیشن 5 سونی مدل DUALSENSE CFI-ZCT2W سفید,سونی,1001627,,کالای دیجیتال,کنسول بازی,دسته بازی,,,,,
کنسول بازی سونی مدل Play Station 5 Slim 825GB 2116 Digital ریجن اروپا سفید,سونی,1001680,,کالای دیجیتال,کنسول بازی,کنسول,,https://drive.google.com/file/d/1o4a9fKvL_FQc1GKcENZuzeb5Kbmurx5A/view?usp=drive_link,,,
Redmi Note 14 Pro 256GB 8GB مشکی,شیائومی,1000620,,کالای دیجیتال,موبایل,,,,,,
Redmi Note 14s 256GB RAM 8GB مشکی,شیائومی,1001066,,کالای دیجیتال,موبایل,,,,,,
Redmi Note 14 256GB RAM 8GB مشکی,شیائومی,1000598,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1jnJHxu1_7Lew1lvwuIXFEY-S3w-jrbtz/view?usp=drive_link,,,
Redmi A5 64GB RAM 3GB مشکی,شیائومی,1001130,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1Vp4dg5vhUmKNw5rYRcbR5clRoIhrXFle/view?usp=drivesdk,,,
دستگاه تصفیه کننده هوا هوشمند شیائومی مدل Air Purifier 4 Lite سفید,شیائومی,1001650,,گجت خانگی,گجت خانگی,تصفیه هوا,دستگاه تصفیه هوای شیائومی؛ مناسب بهبود کیفیت هوای فضای داخلی خانه یا محل کار.,https://drive.google.com/file/d/1afiYP_NPz_-ZGmyfI7RXLqRCz4_jfgQM/view?usp=drivesdk,,,
Poco X7 PRO 5G 512GB RAM 12GB مشکی,شیائومی,1001144,,کالای دیجیتال,موبایل,,,,,,
Poco X7 PRO 5G 512GB RAM 12GB سبز,شیائومی,1001143,,کالای دیجیتال,موبایل,,,,,,
Redmi Note 14 Pro 256GB 8GB آبی,شیائومی,1000713,,کالای دیجیتال,موبایل,,,,,,
Redmi Note 14 Pro 256GB 8GB بنفش,شیائومی,1000712,,کالای دیجیتال,موبایل,,,,,,
Redmi Note 14 Pro Plus 5G 512GB RAM 12GB آبی,شیائومی,1000941,,کالای دیجیتال,موبایل,,,,,,
Poco C71 128GB RAM 4GB مشکی,شیائومی,1001136,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/137kHjBwH4jWeSn-3Qnb-0ZI952lK2hWV/view?usp=drivesdk,,,
Poco C71 64GB RAM 3GB مشکی,شیائومی,1001140,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/137kHjBwH4jWeSn-3Qnb-0ZI952lK2hWV/view?usp=drivesdk,,,
Redmi A5 128GB RAM 4GB مشکی,شیائومی,1001076,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1Vp4dg5vhUmKNw5rYRcbR5clRoIhrXFle/view?usp=drivesdk,,,
Poco C65 128GB RAM 6GB مشکی,شیائومی,1000645,,کالای دیجیتال,موبایل,,,,,,
Poco C65 256GB RAM 8GB مشکی,شیائومی,1000047,,کالای دیجیتال,موبایل,,,,,,
Poco C75 256GB RAM 8GB مشکی,شیائومی,1000677,,کالای دیجیتال,موبایل,,,,,,
Poco M5s 256GB RAM 8GB خاکستری,شیائومی,1000552,,کالای دیجیتال,موبایل,,,,,,
Poco M6 Pro 256GB RAM 8GB مشکی,شیائومی,1000554,,کالای دیجیتال,موبایل,,,,,,
Poco X6 PRO 5G 512GB RAM 12GB خاکستری,شیائومی,1000077,,کالای دیجیتال,موبایل,,,,,,
Redmi 13X 256GB RAM 8GBمشکی,شیائومی,1001127,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1DS5-h02DRTkgG7beyt-lAQMoKOTrORf_/view?usp=drivesdk,,,
Poco X6 PRO 5G 512GB RAM 12GB مشکی,شیائومی,1000076,,کالای دیجیتال,موبایل,,,,,,
Redmi 13 256GB RAM 8GB مشکی,شیائومی,1000218,,کالای دیجیتال,موبایل,,,,,,
Redmi 14C 128GB RAM 6GB مشکی,شیائومی,1000210,,کالای دیجیتال,موبایل,,,,,,
Redmi 14C 256GB RAM 8GB مشکی,شیائومی,1000205,,کالای دیجیتال,موبایل,,,,,,
